Product Code;UnitPrice;IsActive;Product2Id;Pricebook2Id;UseStandardPrice
FUR-CH-10000309;1267,53;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10000422;545,94;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10000454;853,93;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10000513;1819,86;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10000553;67,88;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10000595;381,44;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10000665;603,92;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10000749;1628,82;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10000785;144,784;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10000847;611,058;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10000863;634,116;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10000988;225,296;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10001146;60,89;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10001146;71,246;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10001190;435,17;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10001215;801,568;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10001270;362,25;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10001394;561,584;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10001482;314,352;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10001545;102,582;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10001708;338,352;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10001714;120,712;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10001797;123,136;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10001802;326,646;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10001854;2807,84;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10001891;230,352;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10001973;155,372;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10002017;37,296;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10002024;981,372;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10002044;275,058;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10002073;2621,322;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10002084;860,93;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10002126;512,358;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10002304;127,302;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10002317;207,184;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10002320;256,784;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10002331;1067,94;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10002335;1133,35;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10002372;259,136;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10002439;366,786;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10002602;317,058;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10002647;170,352;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10002758;585,552;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10002774;122,352;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10002780;436,704;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10002880;172,186;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10002961;145,568;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10002965;1125,488;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10003061;89,99;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10003199;332,94;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10003298;589,41;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10003312;674,352;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10003379;1139,92;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10003396;107,772;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10003535;128,058;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10003606;102,592;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10003746;674,058;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10003761;785,88;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10003774;545,88;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10003817;340,144;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10003833;195,136;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10003846;302,94;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10003956;70,98;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10003968;127,764;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10003973;1487,04;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10003981;359,772;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10004063;2573,82;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10004086;1166,92;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10004218;605,88;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10004287;1740,06;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10004289;172,764;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10004477;48,712;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10004495;481,568;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10004540;191,968;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10004626;605,34;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10004675;872,32;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10004698;170,058;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10004754;149,9;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10004853;150,98;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10004860;242,352;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10004875;192,186;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10004886;230,28;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10004983;579,528;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-CH-10004997;657,93;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10000010;9,94;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10000023;17,67;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10000073;24,64;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10000076;139,86;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10000087;54,528;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10000175;10,984;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10000193;129,92;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10000206;18,624;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10000221;20,32;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10000222;103,936;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10000246;73,32;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10000260;24,27;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10000277;337,088;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10000293;168,464;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10000305;212,94;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10000308;149,232;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10000320;20,04;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10000397;39,88;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10000409;59,92;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10000448;63,92;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10000521;117,36;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10000550;3,984;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10000576;335,744;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10000629;124,11;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10000672;70,56;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10000719;25,71;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10000723;66,112;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10000732;12,56;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10000747;91,96;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10000755;24,96;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10000758;42,368;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10000771;6,28;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10000794;27,42;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10000820;67,96;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10000965;51,94;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10001025;24,3;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10001037;7,584;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10001057;31,984;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10001085;22,38;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10001095;127,104;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10001185;173,208;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10001196;63,47;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10001215;43,13;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10001290;67,36;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10001379;32,064;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10001424;17,46;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10001468;410,352;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10001473;32,952;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10001473;60,312;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10001475;61,544;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10001487;48,86;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10001488;254,352;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10001546;8,544;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10001588;87,54;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10001591;19,52;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10001602;121,376;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10001617;41,6;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10001706;6,16;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10001731;4,272;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10001756;45,696;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10001847;12,42;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10001852;12,18;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10001861;58,2;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10001867;53,2;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10001876;97,44;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10001889;25,248;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10001918;33,11;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10001934;41,96;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10001935;22,2;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10001940;6,368;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10001967;31,984;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10001979;327,76;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10001986;122,352;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10002030;53,352;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10002045;111,15;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10002088;53,88;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10002107;8,92;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10002111;14,56;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10002116;70,71;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10002157;47,04;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10002191;22,336;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10002240;7,88;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10002253;68,704;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10002268;14,73;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10002298;332,94;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10002364;14,76;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10002379;124,41;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10002396;25,16;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10002445;9,48;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10002456;29,12;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10002501;60,672;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10002505;10,11;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10002506;41,568;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10002508;20,016;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10002553;29,32;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10002554;23,99;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10002597;24,7;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10002671;26,8;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10002685;37,4;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10002703;51,56;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10002759;39,96;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10002813;40,48;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10002874;63,824;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10002878;56,96;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10002885;24,1;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10002918;272,94;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10002937;595,38;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10002960;31,4;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10002963;15,24;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10003026;15,488;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10003039;69,008;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10003095;101,94;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10003096;30,36;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10003142;31,68;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10003192;177,68;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10003194;38,6;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10003247;33,568;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10003268;199,9;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10003274;4,224;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10003347;28,4;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10003374;315,776;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10003394;209,88;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10003424;74,76;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10003464;40,56;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10003489;10,332;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10003535;21,936;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10003553;137,54;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10003577;43,02;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10003601;73,784;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10003623;129,888;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10003664;1336,44;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10003691;12,35;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10003708;303,25;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10003724;16,74;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10003731;39,92;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10003773;397,6;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10003798;79,12;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10003799;53,34;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10003806;302,72;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10003829;6,16;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10003832;46,9;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10003849;60,72;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10003878;45,84;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10003919;32,712;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10003930;94,428;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10003975;43,31;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10003976;37,74;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10003981;8,32;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10004006;127,95;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10004017;76,14;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10004017;322,59;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10004018;134,01;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10004020;5,47;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10004053;16,192;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10004071;104,01;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10004090;44,46;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10004091;187,76;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10004091;56,52;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10004093;101,12;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10004164;24,75;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10004188;204,6;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10004245;60,84;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10004270;30,768;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10004270;25,08;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10004306;310,88;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10004351;77,92;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10004415;8,96;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10004460;282,888;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10004586;13,28;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10004587;62,82;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10004597;111;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10004622;108,4;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10004665;821,88;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10004666;17,496;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10004671;35,34;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10004712;117,576;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10004748;191,82;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10004845;464,85;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10004848;289,8;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10004848;54,712;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10004864;76,728;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10004864;19,312;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10004904;182,352;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10004909;96,96;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10004952;164,22;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10004960;183,84;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10004963;28;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-FU-10004973;94,2;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-TA-10000198;330,588;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-TA-10000577;1218,735;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-TA-10000617;409,59;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-TA-10000688;653,55;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-TA-10000849;145,98;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-TA-10001039;154,764;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-TA-10001086;1215,92;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-TA-10001095;244,006;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-TA-10001307;489,23;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-TA-10001520;99,918;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-TA-10001539;355,455;TRUE;;01sS8000003bnhZIAQ;FALSE
FUR-TA-10001676;53,316;TRUE;;01sS8000003bnhZIAQ;FALSE
